% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principal axes lengths  (sorted square roots of eigenvalues of C)", seed=1090515, Wed Oct  8 16:49:38 2025
1 7 17.839810066951447 1.0000333338888951 1.0 1.0 1.0000166668055563 1.0000333338888951
2 14 16.00633676680846 1.0354631914877355 0.8886366140879666 0.8886366140879666 0.9264708209465491 1.0354631914877355
3 21 15.252965116496878 1.0263972361142495 0.8034307429313661 0.8034307429313661 0.9123769893009497 1.0263972361142495
4 28 16.633490117151204 1.0526252329737948 0.722750223878148 0.722750223878148 0.8833419610773552 1.0526252329737948
5 35 16.024248400368762 1.0288491030344895 0.6890197638225786 0.6890197638225786 0.9459579943929511 1.0288491030344895
6 42 14.950621045873403 0.9933033847517456 0.7046835168708327 0.7046835168708327 0.9431872101106099 0.9933033847517456
7 49 14.28654754688551 1.0673287392518604 0.6869774748761741 0.6869774748761741 0.7892436701457834 1.0673287392518604
8 56 13.02105976653968 1.0377394009141667 0.6668750940499707 0.6668750940499707 0.740126380836595 1.0377394009141667
9 63 11.346937956890732 0.9931946241481235 0.6178840676669197 0.6178840676669197 0.7025133839480072 0.9931946241481235
10 70 9.44535468190904 0.8891306134806976 0.5789055770847548 0.5789055770847548 0.7222381672194657 0.8891306134806976
11 77 8.026920661876048 0.8863248818842512 0.5037597354892424 0.5037597354892424 0.6565951000008423 0.8863248818842512
12 84 8.341147958955137 0.9031603659300955 0.42522205358420245 0.42522205358420245 0.6294508431131658 0.9031603659300955
13 91 8.04507099341542 0.8152540576600029 0.4926956754307952 0.4926956754307952 0.5809869882779339 0.8152540576600029
14 98 6.891568687327311 0.8023471398175834 0.44763896331202163 0.44763896331202163 0.5694182954563278 0.8023471398175834
15 105 6.778254616296574 0.7658974595209542 0.40273719166992245 0.40273719166992245 0.5745184518616622 0.7658974595209542
16 112 6.2516388237393254 0.8294516353671494 0.3322865477290643 0.3322865477290643 0.5642184724996618 0.8294516353671494
17 119 5.109788253879388 0.8880581000076713 0.3174025981278168 0.3174025981278168 0.5292704180955221 0.8880581000076713
