% # columns="iteration, evaluation, void, void, void, xmean", seed=1090515, Wed Oct  8 16:49:38 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 7 0 0 0 207.79535125646075 14.349729846101189 6.562379312773929
2 14 0 0 0 191.22437934948874 12.959273031384422 9.633267645102636
3 21 0 0 0 185.39032269052043 15.731686905872865 20.905724959784255
4 28 0 0 0 171.57206399499327 15.41901427819083 11.525717021059075
5 35 0 0 0 180.6466764655962 26.967609055898908 25.337398144033383
6 42 0 0 0 170.78983644850962 17.90555051188128 11.31651898182269
7 49 0 0 0 179.53672196836018 8.934473203702215 12.944131482886798
8 56 0 0 0 171.22698120365564 8.336003936060463 15.207805554579696
9 63 0 0 0 179.24230560901063 12.041760325279274 10.222188169453137
10 70 0 0 0 181.96792399296254 12.889481834944815 13.46863295823259
11 77 0 0 0 176.85215524565047 10.501616145079186 15.048790048961598
12 84 0 0 0 182.08138911122117 8.667914537956847 12.40681475319346
13 91 0 0 0 185.36296844569983 10.125398822802333 15.743434488358647
14 98 0 0 0 184.80215383866235 8.645954579556557 15.047268601620685
15 105 0 0 0 179.00622511255966 7.820169197467079 12.84051086782735
16 112 0 0 0 186.1998834465311 10.516838510081694 13.543342067337797
17 119 0 0 0 182.75123862500752 9.41017614387456 12.071349280782188
18 126 0 0 0 185.48448184163837 10.278309475106239 14.52542295426294
19 133 0 0 0 184.34272834093372 9.6991795858573 13.64198059597231
20 140 0 0 0 185.37580536504913 11.596733943383898 12.849289612877852
21 147 0 0 0 185.04355978533135 10.227519139897401 13.460551940060116
22 154 0 0 0 184.13225668735436 10.014625517888316 12.6632429992747
23 161 0 0 0 184.49167704811296 10.604330896111488 13.00336158721425
24 168 0 0 0 184.0258867217365 10.630017110326444 12.970230224128791
25 175 0 0 0 184.36469771714434 10.257520181154476 12.652014937910447
26 182 0 0 0 184.5817231805169 10.39392986845899 13.109520567405148
27 189 0 0 0 184.2428865620489 10.399968767246019 13.020814538376747
28 196 0 0 0 183.80943425598835 10.56707595983719 12.624688777304327
29 203 0 0 0 183.67678966748707 10.81784591600928 12.840387100631826
